"Time";"IMSI";"Event type";"Release reason";"MoC establishment time avg (s)";"MtC establishment time avg (s)";"RTP UL pkts lost";"RTP UL MOS CQ avg";"RTP DL MOS CQ avg";"Conv time (s)"
2023-11-05 15:38:11.814;"1767339965";"MtC setup";"(SIP);200;OK";0;0.9;;;;
2023-11-05 15:38:11.865;"1763413813";"MtC release";"(SIP);200;OK";;;0;4.2;4.2;8.1
2023-11-05 15:38:11.865;"1763413813";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:38:11.876;"1763154240";"MoC setup";"(SIP);487;Request Terminated";2.4;0;;;;
2023-11-05 15:38:11.940;"1763131435";"MoC release";"(SIP);200;OK";;;12;4;4.1;646.2
2023-11-05 15:38:11.940;"1763131435";"MoC setup";"(SIP);200;OK";0.9;0;;;;
2023-11-05 15:38:11.981;"1765896065";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;8.1
2023-11-05 15:38:11.981;"1765896065";"MoC setup";"(SIP);200;OK";1;0;;;;
2023-11-05 15:38:11.982;"1763703228";"MtC release";"(SIP);200;OK";;;0;4.1;4;13.7
2023-11-05 15:38:11.982;"1763703228";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:11.989;"1765889957";"MtC release";"(SIP)No response to BYE";;;4;3.7;4;72.4
2023-11-05 15:38:11.989;"1765889957";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:12.090;"1797154775";"MoC release";"(SIP);200;OK";;;0;4;4.1;36.9
2023-11-05 15:38:12.090;"1797154775";"MoC setup";"(SIP);200;OK";2.3;0;;;;
2023-11-05 15:38:12.106;"1763231038";"MtC release";"(SIP);200;OK";;;0;4.1;4.2;23.2
2023-11-05 15:38:12.106;"1763231038";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:12.107;"1763839198";"MoC setup";"(SIP);487;Request Terminated";4.8;0;;;;
2023-11-05 15:38:12.141;"1797154819";"MtC release";"(SIP);200;OK";;;3;4.1;4;36.9
2023-11-05 15:38:12.141;"1797154819";"MtC setup";"(SIP);200;OK";0;0.8;;;;
2023-11-05 15:38:12.144;"1763273983";"MtC release";"(SIP);200;OK";;;0;4;4;17.1
2023-11-05 15:38:12.144;"1763273983";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:12.278;"1763111064";"MtC setup";"(SIP Reason)(Q.850);19;No answer from user (user alerted)";0;0.4;;;;
2023-11-05 15:38:12.653;"1763539925";"MtC release";"(SIP);200;OK";;;0;3.7;4;115.3
2023-11-05 15:38:12.653;"1763539925";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:12.482;"1763949631";"MtC release";"(SIP);200;OK";;;0;4.1;4.2;6.2
2023-11-05 15:38:12.482;"1763949631";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:12.532;"1763938591";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:38:12.579;"1763716189";"MtC release";"(SIP);200;OK";;;0;4.1;4;28.4
2023-11-05 15:38:12.579;"1763716189";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:12.637;"1763960494";"MtC setup";"(SIP)No final response to initial INVITE";0;0;;;;
2023-11-05 15:38:12.648;"1765837238";"MoC release";"(SIP);200;OK";;;0;4.2;3.5;172.2
2023-11-05 15:38:12.648;"1765837238";"MoC setup";"(SIP);200;OK";1.2;0;;;;
2023-11-05 15:38:12.702;"1763844433";"MoC setup";"(SIP);487;Request Terminated";2.6;0;;;;
2023-11-05 15:38:12.713;"1797185969";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:38:12.757;"1763781507";"MoC release";"(SIP);200;OK";;;4;4;4.2;70.5
2023-11-05 15:38:12.757;"1763781507";"MoC setup";"(SIP);200;OK";2.4;0;;;;
2023-11-05 15:38:12.782;"1765829604";"MtC release";"(SIP);200;OK";;;120;3.5;4.2;172.2
2023-11-05 15:38:12.782;"1765829604";"MtC setup";"(SIP);200;OK";0;0.9;;;;
2023-11-05 15:38:12.864;"1797124658";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:38:12.874;"1763418296";"MtC setup";"(SIP);487;Request Terminated";0;0.3;;;;
2023-11-05 15:38:12.899;"1763988359";"MtC release";"(SIP);200;OK";;;119;3.7;4;189.1
2023-11-05 15:38:12.899;"1763988359";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:12.938;"1763548246";"MtC setup";"(SIP);487;Request Terminated";0;0.3;;;;
2023-11-05 15:38:12.988;"1763017230";"MtC release";"(SIP);200;OK";;;6;4;4.2;175.1
2023-11-05 15:38:12.988;"1763017230";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:38:13.019;"1765800030";"MtC release";"(SIP);200;OK";;;1;4;4;15.5
2023-11-05 15:38:13.019;"1765800030";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:13.026;"1763070392";"MoC release";"(SIP);200;OK";;;3;4;4.1;106.7
2023-11-05 15:38:13.026;"1763070392";"MoC setup";"(SIP);200;OK";2.6;0;;;;
2023-11-05 15:38:13.032;"1763745849";"MtC release";"(SIP);200;OK";;;3;3.8;4.2;49.3
2023-11-05 15:38:13.032;"1763745849";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:13.041;"1763117873";"MoC setup";"(SIP);487;Request Terminated";6.7;0;;;;
2023-11-05 15:38:13.135;"1763496802";"MtC release";"(SIP);200;OK";;;0;4;4;22.7
2023-11-05 15:38:13.135;"1763496802";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:13.255;"1763800217";"MoC setup";"(SIP);487;Request Terminated";6.6;0;;;;
2023-11-05 15:38:13.266;"1765882474";"MoC release";"(SIP);200;OK";;;4;3.9;3.9;183.1
2023-11-05 15:38:13.266;"1765882474";"MoC setup";"(SIP);200;OK";2.9;0;;;;
2023-11-05 15:38:13.433;"1763500053";"MtC release";"(SIP);200;OK";;;6;4;4;776.7
2023-11-05 15:38:13.433;"1763500053";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:13.441;"1763020635";"MtC setup";"(SIP);487;Request Terminated";0;0.2;;;;
2023-11-05 15:38:13.496;"1763287425";"MoC setup";"(SIP);486;Busy Here";0;0;;;;
2023-11-05 15:38:13.590;"1765814106";"MoC release";"(SIP);200;OK";;;0;4;4;55.2
2023-11-05 15:38:13.590;"1765814106";"MoC setup";"(SIP);200;OK";3.4;0;;;;
2023-11-05 15:38:13.595;"1797130685";"MtC release";"(SIP);200;OK";;;0;4.2;4.1;314.4
2023-11-05 15:38:13.595;"1797130685";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:13.685;"1763714664";"MoC release";"(SIP);200;OK";;;16;3.8;4.1;688.8
2023-11-05 15:38:13.685;"1763714664";"MoC setup";"(SIP);200;OK";1.6;0;;;;
2023-11-05 15:38:13.706;"1763267135";"MoC release";"(SIP);200;OK";;;4;4;4.1;347.3
2023-11-05 15:38:13.706;"1763267135";"MoC setup";"(SIP);200;OK";2.1;0;;;;
2023-11-05 15:38:13.712;"1767339546";"MoC setup";"(SIP);487;Request Terminated";2.3;0;;;;
2023-11-05 15:38:13.719;"1763401070";"MtC setup";"(SIP);487;Request Terminated";0;0.6;;;;
2023-11-05 15:38:13.735;"1763031297";"MtC release";"(SIP);200;OK";;;4;4.1;3.8;688.8
2023-11-05 15:38:13.735;"1763031297";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:13.757;"1763457125";"MoC setup";"(SIP);487;Request Terminated";1.4;0;;;;
2023-11-05 15:38:13.765;"1765802315";"MoC release";"(SIP);200;OK";;;2;4.1;4.2;127.5
2023-11-05 15:38:13.765;"1765802315";"MoC setup";"(SIP);200;OK";4.9;0;;;;
2023-11-05 15:38:13.766;"1763264248";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;18.3
2023-11-05 15:38:13.766;"1763264248";"MoC setup";"(SIP);200;OK";1.5;0;;;;
2023-11-05 15:38:13.787;"1765883645";"MoC release";"(SIP);200;OK";;;0;4;4;42.6
2023-11-05 15:38:13.787;"1765883645";"MoC setup";"(SIP);200;OK";2.1;0;;;;
2023-11-05 15:38:13.806;"1763438803";"MtC release";"(SIP);200;OK";;;0;4.2;4.2;18.3
2023-11-05 15:38:13.806;"1763438803";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:13.839;"1763883252";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:38:13.862;"1797140212";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:38:13.878;"1765809357";"MtC release";"(SIP);200;OK";;;0;4;3.7;6.7
2023-11-05 15:38:13.878;"1765809357";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:13.954;"1797103898";"MoC release";"(SIP);200;OK";;;5;4;4;242.5
2023-11-05 15:38:13.954;"1797103898";"MoC setup";"(SIP);200;OK";1.5;0;;;;
2023-11-05 15:38:13.965;"1763195620";"MoC release";"(SIP);200;OK";;;0;3.9;4.1;63.5
2023-11-05 15:38:13.965;"1763195620";"MoC setup";"(SIP);200;OK";4;0;;;;
2023-11-05 15:38:14.010;"1763531103";"MoC release";"(SIP);200;OK";;;1;4;4.1;120.6
2023-11-05 15:38:14.010;"1763531103";"MoC setup";"(SIP);200;OK";0.7;0;;;;
2023-11-05 15:38:14.052;"1797111352";"MoC release";"(SIP);200;OK";;;0;4.2;3.4;73.2
2023-11-05 15:38:14.052;"1797111352";"MoC setup";"(SIP);200;OK";0.9;0;;;;
2023-11-05 15:38:14.082;"1763178485";"MoC release";"(SIP);200;OK";;;0;4.1;4.2;25.9
2023-11-05 15:38:14.082;"1763178485";"MoC setup";"(SIP);200;OK";2.1;0;;;;
2023-11-05 15:38:14.103;"1763459038";"MtC release";"(SIP);200;OK";;;0;4.2;3.4;73.2
2023-11-05 15:38:14.103;"1763459038";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:14.115;"1797114071";"MtC release";"(SIP);200;OK";;;0;4;4;12.6
2023-11-05 15:38:14.115;"1797114071";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:14.120;"1761450822";"MtC release";"(SIP);200;OK";;;0;4.2;4.1;25.9
2023-11-05 15:38:14.120;"1761450822";"MtC setup";"(SIP);200;OK";0;0.8;;;;
2023-11-05 15:38:14.160;"1763523961";"MtC release";"(SIP);200;OK";;;1;3.9;4;155.5
2023-11-05 15:38:14.160;"1763523961";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:14.167;"1763815675";"MoC setup";"(SIP);487;Request Terminated";2.7;0;;;;
2023-11-05 15:38:14.174;"1763430943";"MoC release";"(SIP);200;OK";;;0;4;4;62.1
2023-11-05 15:38:14.174;"1763430943";"MoC setup";"(SIP);200;OK";2.6;0;;;;
2023-11-05 15:38:14.202;"1763450534";"MtC release";"(SIP);200;OK";;;0;4.1;4.2;4.6
2023-11-05 15:38:14.202;"1763450534";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:14.221;"1765883789";"MoC release";"(SIP);200;OK";;;0;3.8;4;10.7
2023-11-05 15:38:14.221;"1765883789";"MoC setup";"(SIP);200;OK";1.6;0;;;;
2023-11-05 15:38:14.281;"1765832030";"MoC release";"(SIP);200;OK";;;0;4.2;4.1;4.6
2023-11-05 15:38:14.281;"1765832030";"MoC setup";"(SIP);200;OK";0.7;0;;;;
2023-11-05 15:38:14.391;"1765866757";"MtC release";"(SIP);200;OK";;;6;4;4;194.4
2023-11-05 15:38:14.391;"1765866757";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:14.410;"1763140665";"MoC release";"(SIP);200;OK";;;1;4.1;4.2;40.4
2023-11-05 15:38:14.410;"1763140665";"MoC setup";"(SIP);200;OK";1.5;0;;;;
2023-11-05 15:38:14.468;"1763708180";"MoC release";"(SIP);200;OK";;;0;4.1;4.2;11
2023-11-05 15:38:14.468;"1763708180";"MoC setup";"(SIP);200;OK";2.4;0;;;;
2023-11-05 15:38:14.506;"1763975599";"MtC release";"(SIP);200;OK";;;0;4;3.9;7.1
2023-11-05 15:38:14.506;"1763975599";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:14.526;"1763224921";"MtC release";"(SIP);200;OK";;;1;4.1;4.2;40.6
2023-11-05 15:38:14.526;"1763224921";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:14.527;"1763881588";"MoC setup";"(SIP);487;Request Terminated";2.3;0;;;;
2023-11-05 15:38:14.534;"1763596978";"MtC release";"(SIP);200;OK";;;1;4;4;166.7
2023-11-05 15:38:14.534;"1763596978";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:14.537;"1797134350";"MoC release";"(SIP);200;OK";;;0;4;4.1;87.7
2023-11-05 15:38:14.537;"1797134350";"MoC setup";"(SIP);200;OK";2.5;0;;;;
2023-11-05 15:38:14.601;"1763766696";"MoC release";"(SIP);200;OK";;;0;4.2;4.1;176.9
2023-11-05 15:38:14.601;"1763766696";"MoC setup";"(SIP);200;OK";1.7;0;;;;
2023-11-05 15:38:14.618;"1763431812";"MoC release";"(SIP);200;OK";;;35;2.6;4.1;13.7
2023-11-05 15:38:14.618;"1763431812";"MoC setup";"(SIP);200;OK";1.8;0;;;;
2023-11-05 15:38:14.648;"1763207619";"MoC setup";"(SIP);487;Request Terminated";1.4;0;;;;
2023-11-05 15:38:14.756;"1763800918";"MtC setup";"(SIP);487;Request Terminated";0;0.7;;;;
2023-11-05 15:38:14.779;"1767334276";"MtC setup";"(SIP);487;Request Terminated";0;0.3;;;;
2023-11-05 15:38:14.817;"1765865978";"MtC release";"(SIP);200;OK";;;0;4.1;4.2;1213.2
2023-11-05 15:38:14.817;"1765865978";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:14.844;"1797162295";"MoC setup";"(SIP);487;Request Terminated";8.3;0;;;;
2023-11-05 15:38:14.942;"1763070900";"MoC release";"(SIP);200;OK";;;7;3.8;4.1;1340.7
2023-11-05 15:38:14.942;"1763070900";"MoC setup";"(SIP);200;OK";2.3;0;;;;
2023-11-05 15:38:15.083;"1763192516";"MoC setup";"(SIP);487;Request Terminated";3.7;0;;;;
2023-11-05 15:38:15.089;"1763548922";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;59.4
2023-11-05 15:38:15.089;"1763548922";"MoC setup";"(SIP);200;OK";0.9;0;;;;
2023-11-05 15:38:15.162;"1763532723";"MtC release";"(SIP);200;OK";;;0;4.2;4.2;59.4
2023-11-05 15:38:15.162;"1763532723";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:38:15.197;"1763591782";"MtC setup";"(SIP Reason)(Q.850);19;No answer from user (user alerted)";0;0.6;;;;
2023-11-05 15:38:15.301;"1765847691";"MoC release";"(SIP);200;OK";;;0;4.1;4.1;432.1
2023-11-05 15:38:15.301;"1765847691";"MoC setup";"(SIP);200;OK";4.4;0;;;;
2023-11-05 15:38:15.339;"1797112230";"MtC release";"(SIP);200;OK";;;5;4.1;3.7;223.1
2023-11-05 15:38:15.339;"1797112230";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:38:15.400;"1765854816";"MoC setup";"(SIP);487;Request Terminated";2.3;0;;;;
2023-11-05 15:38:15.423;"1763530993";"MoC release";"(SIP);200;OK";;;0;4.1;4.2;18.6
2023-11-05 15:38:15.423;"1763530993";"MoC setup";"(SIP);200;OK";2.4;0;;;;
2023-11-05 15:38:15.427;"1761451757";"MtC release";"(SIP);200;OK";;;0;4;3.7;29.7
2023-11-05 15:38:15.427;"1761451757";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:38:15.445;"1763265596";"MoC release";"(SIP);200;OK";;;0;4.2;4;2.9
2023-11-05 15:38:15.445;"1763265596";"MoC setup";"(SIP);200;OK";1.4;0;;;;
2023-11-05 15:38:15.471;"1768250643";"MtC release";"(SIP);200;OK";;;0;4.1;4.1;19
2023-11-05 15:38:15.471;"1768250643";"MtC setup";"(SIP);200;OK";0;0.8;;;;
2023-11-05 15:38:15.514;"1797120954";"MtC setup";"(SIP);486;Busy Here";0;1.3;;;;
2023-11-05 15:38:15.527;"1797110333";"MoC release";"(SIP);200;OK";;;0;3.7;3.7;69
2023-11-05 15:38:15.527;"1797110333";"MoC setup";"(SIP);200;OK";5.8;0;;;;
2023-11-05 15:38:15.545;"1763114128";"MtC release";"(SIP);200;OK";;;0;4;4;31.2
2023-11-05 15:38:15.545;"1763114128";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:15.556;"1763401594";"MoC release";"(SIP);200;OK";;;1;4.1;4.1;19.1
2023-11-05 15:38:15.556;"1763401594";"MoC setup";"(SIP);200;OK";2.4;0;;;;
2023-11-05 15:38:15.601;"1763416779";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:38:15.629;"1763948445";"MoC setup";"(SIP);487;Request Terminated";1.6;0;;;;
2023-11-05 15:38:15.971;"1797182515";"MtC setup";"(SIP);486;Busy Here";0;0.4;;;;
2023-11-05 15:38:15.663;"1767238544";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:38:15.701;"1763427892";"MoC setup";"(SIP Reason)(Q.850);20;Subscriber absent";0;0;;;;
2023-11-05 15:38:15.738;"1763815513";"MoC release";"(SIP);200;OK";;;0;4.1;4.2;16.5
2023-11-05 15:38:15.738;"1763815513";"MoC setup";"(SIP);200;OK";2.6;0;;;;
2023-11-05 15:38:15.752;"1767214588";"MtC setup";"(SIP);487;Request Terminated";0;0.4;;;;
2023-11-05 15:38:15.788;"1763828834";"MtC release";"(SIP);200;OK";;;2;4.2;4.1;16.5
2023-11-05 15:38:15.788;"1763828834";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:15.805;"1763415238";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:38:15.819;"1763491559";"MtC setup";"(SIP);487;Request Terminated";0;0.7;;;;
2023-11-05 15:38:15.836;"1767335805";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:38:15.839;"1765850330";"MtC release";"(SIP);200;OK";;;1;4;4;197.4
2023-11-05 15:38:15.839;"1765850330";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:15.845;"1763586904";"MoC setup";"(SIP);486;Busy Here";0;0;;;;
2023-11-05 15:38:15.872;"1797157798";"MoC setup";"(SIP);487;Request Terminated";2.9;0;;;;
2023-11-05 15:38:15.891;"1763595090";"MoC setup";"(SIP);487;Request Terminated";0.9;0;;;;
2023-11-05 15:38:15.899;"1763512823";"MtC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:38:15.914;"1765891638";"MoC release";"(SIP);200;OK";;;0;4.1;4.1;3
2023-11-05 15:38:15.914;"1765891638";"MoC setup";"(SIP);200;OK";0.7;0;;;;
2023-11-05 15:38:15.925;"1763961947";"MtC release";"(SIP);200;OK";;;1;3.9;4;57
2023-11-05 15:38:15.925;"1763961947";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:15.927;"1797180315";"MoC release";"(SIP);200;OK";;;0;4;4.1;181.6
2023-11-05 15:38:15.927;"1797180315";"MoC setup";"(SIP);200;OK";3.4;0;;;;
2023-11-05 15:38:15.955;"1765841819";"MoC setup";"(SIP);486;Busy Here";0;0;;;;
2023-11-05 15:38:15.958;"1797191900";"MoC release";"(SIP);200;OK";;;0;4;4.1;3.9
2023-11-05 15:38:15.958;"1797191900";"MoC setup";"(SIP);200;OK";1.5;0;;;;
2023-11-05 15:38:15.964;"1763712371";"MoC release";"(SIP);200;OK";;;6;3.8;4.1;57.7
2023-11-05 15:38:15.964;"1763712371";"MoC setup";"(SIP);200;OK";2.2;0;;;;
2023-11-05 15:38:16.070;"1765849765";"MtC release";"(SIP);200;OK";;;0;4.1;4.2;41.9
2023-11-05 15:38:16.070;"1765849765";"MtC setup";"(SIP);200;OK";0;0.8;;;;
2023-11-05 15:38:16.090;"1765873091";"MoC release";"(SIP);200;OK";;;0;3.7;4.1;18.4
2023-11-05 15:38:16.090;"1765873091";"MoC setup";"(SIP);200;OK";1.2;0;;;;
2023-11-05 15:38:16.148;"1765873092";"MtC release";"(SIP);200;OK";;;0;4;3.5;18.3
2023-11-05 15:38:16.148;"1765873092";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:38:16.182;"1797116407";"MoC release";"(SIP);200;OK";;;0;4.1;4.2;32.6
2023-11-05 15:38:16.182;"1797116407";"MoC setup";"(SIP);200;OK";4.7;0;;;;
2023-11-05 15:38:16.230;"1763498782";"MtC setup";"(SIP);486;Busy Here";0;0;;;;
2023-11-05 15:38:16.381;"1763492986";"MtC release";"(SIP);200;OK";;;0;4.2;4;77.9
2023-11-05 15:38:16.381;"1763492986";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:38:16.417;"1763529525";"MoC release";"(SIP);200;OK";;;0;4;4.2;77.9
2023-11-05 15:38:16.417;"1763529525";"MoC setup";"(SIP);200;OK";2.1;0;;;;
2023-11-05 15:38:16.542;"1763491943";"MtC release";"(SIP);200;OK";;;0;4.1;3.6;26.8
2023-11-05 15:38:16.542;"1763491943";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:16.548;"1763589956";"MoC release";"(SIP);200;OK";;;0;4.1;4.2;39.9
2023-11-05 15:38:16.548;"1763589956";"MoC setup";"(SIP);200;OK";4.3;0;;;;
2023-11-05 15:38:16.704;"1765830054";"MoC release";"(SIP);200;OK";;;0;3.1;4.2;27
2023-11-05 15:38:16.704;"1765830054";"MoC setup";"(SIP);200;OK";1.4;0;;;;
2023-11-05 15:38:16.433;"1765874573";"MoC release";"(SIP);200;OK";;;6;3.9;4.1;104.9
2023-11-05 15:38:16.433;"1765874573";"MoC setup";"(SIP);200;OK";0.9;0;;;;
2023-11-05 15:38:16.782;"1797168412";"MoC release";"(SIP);200;OK";;;0;4;4.1;202.7
2023-11-05 15:38:16.782;"1797168412";"MoC setup";"(SIP);200;OK";4.8;0;;;;
2023-11-05 15:38:16.783;"1765815788";"MoC release";"(SIP);200;OK";;;0;3.8;4.2;24.5
2023-11-05 15:38:16.783;"1765815788";"MoC setup";"(SIP);200;OK";2.7;0;;;;
2023-11-05 15:38:16.786;"1765837508";"MtC release";"(SIP);200;OK";;;1;3.9;4;50.7
2023-11-05 15:38:16.786;"1765837508";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:16.789;"1765874575";"MtC release";"(SIP);200;OK";;;1;4.1;3.9;104.9
2023-11-05 15:38:16.789;"1765874575";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:16.801;"1763726988";"MoC release";"(SIP);200;OK";;;2;3.6;4.1;27.1
2023-11-05 15:38:16.801;"1763726988";"MoC setup";"(SIP);200;OK";2.8;0;;;;
2023-11-05 15:38:16.811;"1763599229";"MtC setup";"(SIP Reason)(Q.850);19;No answer from user (user alerted)";0;0.7;;;;
2023-11-05 15:38:16.854;"1763169255";"MoC setup";"(SIP);200;OK";3.1;0;;;;
2023-11-05 15:38:16.854;"1763169255";"MoC release";"(SIP);200;OK";;;5;4.1;4.1;10.2
2023-11-05 15:38:16.916;"1763727481";"MtC release";"(SIP);200;OK";;;1;4;4;11.7
2023-11-05 15:38:16.916;"1763727481";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:38:16.942;"1763190123";"MoC setup";"(SIP);487;Request Terminated";2.2;0;;;;
2023-11-05 15:38:16.945;"1763181745";"MtC release";"(SIP);200;OK";;;0;4;4;31.7
2023-11-05 15:38:16.945;"1763181745";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:38:16.952;"1763495104";"MoC setup";"(SIP);487;Request Terminated";2;0;;;;
2023-11-05 15:38:16.962;"1763760909";"MtC setup";"(SIP);487;Request Terminated";0;0.6;;;;
2023-11-05 15:38:17.002;"1763166315";"MtC release";"(SIP);200;OK";;;3;3.9;4;62.6
2023-11-05 15:38:17.002;"1763166315";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:17.085;"1763253897";"MoC release";"(SIP);200;OK";;;8;3.9;4.1;414.9
2023-11-05 15:38:17.085;"1763253897";"MoC setup";"(SIP);200;OK";5.1;0;;;;
2023-11-05 15:38:17.097;"1797124539";"MoC release";"(SIP);200;OK";;;3;4.1;4.1;308.1
2023-11-05 15:38:17.097;"1797124539";"MoC setup";"(SIP);200;OK";2;0;;;;
2023-11-05 15:38:17.156;"1763582608";"MtC release";"(SIP);200;OK";;;4;4.1;4.1;308.1
2023-11-05 15:38:17.156;"1763582608";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:38:17.176;"1763533450";"MoC release";"(SIP);200;OK";;;0;4.1;4.2;2.6
2023-11-05 15:38:17.176;"1797101118";"MtC release";"(SIP);200;OK";;;0;4;4;54.5
2023-11-05 15:38:17.176;"1763533450";"MoC setup";"(SIP);200;OK";2.7;0;;;;
2023-11-05 15:38:17.176;"1797101118";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:38:17.213;"1767235069";"MtC release";"(SIP);200;OK";;;432;2.4;4;503.8
2023-11-05 15:38:17.213;"1767235069";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:38:17.277;"1763515869";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:38:17.289;"1763494731";"MoC setup";"(SIP);487;Request Terminated";3;0;;;;
2023-11-05 15:38:17.295;"1763747699";"MtC setup";"(SIP);487;Request Terminated";0;0.2;;;;
2023-11-05 15:38:17.325;"1763748809";"MtC setup";"(SIP);487;Request Terminated";0;0.8;;;;
2023-11-05 15:38:17.326;"1763430427";"MoC setup";"(SIP);487;Request Terminated";1.4;0;;;;
2023-11-05 15:38:17.407;"1763420687";"MoC release";"(SIP);200;OK";;;1;4.2;4.2;88.6
2023-11-05 15:38:17.407;"1763420687";"MoC setup";"(SIP);200;OK";7.9;0;;;;
2023-11-05 15:38:17.423;"1765894167";"MtC release";"(SIP);200;OK";;;0;4;4;25.3
2023-11-05 15:38:17.423;"1765894167";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:38:17.453;"1765812980";"MtC release";"(SIP);200;OK";;;0;4;4.1;38.7
2023-11-05 15:38:17.453;"1765812980";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:38:17.466;"1763500499";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:38:17.472;"1763750508";"MtC setup";"(SIP);487;Request Terminated";0;0.1;;;;
2023-11-05 15:38:17.501;"1763806175";"MoC release";"(SIP);200;OK";;;0;4;4.1;18.3
2023-11-05 15:38:17.501;"1763806175";"MoC setup";"(SIP);200;OK";2.8;0;;;;
2023-11-05 15:38:17.516;"1766533958";"MtC release";"(SIP);200;OK";;;0;4;4;17.3
2023-11-05 15:38:17.516;"1766533958";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:38:17.522;"1763949229";"MtC release";"(SIP);200;OK";;;1;4.2;4.2;34.2
2023-11-05 15:38:17.522;"1763949229";"MtC setup";"(SIP);200;OK";0;0.9;;;;
